product_name,product_code
Containing by weight more than 1 percent but not more than 2 percent of carbon,7202.19.50.00
Containing by weight more than 55 percent of silicon:,7202.21
Containing by weight more than 3 percent of calcium,7202.21.10.00
Other,7202.21.50.00
Containing by weight more than 80 percent but not more than 90 percent of silicon,7202.21.75.00
Containing by weight more than 90 percent of silicon,7202.21.90.00
Other,7202.29.00
Containing by weight over 2 percent of magnesium,7202.29.00.10
Other,7202.29.00.50
Ferrosilicon manganese,7202.30.00.00
Containing by weight more than 4 percent of carbon,7202.41.00.00
Other:,7202.49
Containing by weight more than 3 percent of carbon,7202.49.10.00
Other,7202.49.50
Containing by weight more than 0.5 percent of carbon,7202.49.50.10
Other,7202.49.50.90
Ferrosilicon chromium,7202.50.00.00
Ferronickel,7202.60.00.00
Ferromolybdenum,7202.70.00.00
Ferrotungsten and ferrosilicon tungsten,7202.80.00.00
Ferrotitanium and ferrosilicon titanium,7202.91.00.00
Ferrovanadium,7202.92.00.00
Ferroniobium:,7202.93
Containing by weight less than 0.02 percent of phosphorus or sulfur or less than 0.4 percent of silicon,7202.93.40.00
Other,7202.93.80.00
Other:,7202.99
Ferrozirconium,7202.99.10.00
Calcium silicon,7202.99.20.00
Other,7202.99.80
Ferrophosphorus,7202.99.80.20
Other,7202.99.80.40
"Ferrous products obtained by direct reduction of iron ore and other spongy ferrous products, in lumps, pellets or similar forms; iron having a minimum purity by weight of 99.94 percent, in lumps, pellets or similar forms:",7203
Ferrous products obtained by direct reduction of iron ore,7203.10.00.00
Other,7203.90.00.00
Ferrous waste and scrap; remelting scrap ingots of iron or steel:,7204
Waste and scrap of cast iron,7204.10.00.00
Of stainless steel,7204.21.00.00
Other,7204.29.00.00
Waste and scrap of tinned iron or steel,7204.30.00.00
"Turnings, shavings, chips, milling waste, sawdust, filings, trimmings and stampings, whether or not in bundles",7204.41.00
No. 1 bundles,7204.41.00.20
No. 2 bundles,7204.41.00.40
"Borings, shovelings and turnings",7204.41.00.60
Other,7204.41.00.80
Other,7204.49.00
No. 1 heavy melting,7204.49.00.20
No. 2 heavy melting,7204.49.00.40
Cut plate and structural,7204.49.00.60
Shredded,7204.49.00.70
Other,7204.49.00.80
Remelting scrap ingots,7204.50.00.00
"Granules and powders, of pig iron, spiegeleisen, iron or steel:",7205
Granules,7205.10.00.00
Of alloy steel,7205.21.00.00
Other,7205.29.00.00
Iron and nonalloy steel in ingots or other primary forms (excluding iron of heading 7203):,7206
Ingots,7206.10.00.00
Other,7206.90.00.00
Semifinished products of iron or nonalloy steel:,7207
"Of rectangular (including square) cross section, the width measuring less than twice the thickness",7207.11.00.00
"Other, of rectangular (other than square) cross section",7207.12.00
Having a width measuring less than four times the thickness,7207.12.00.10
Having a width measuring at least four times the thickness,7207.12.00.50
Other,7207.19.00
Of circular cross section,7207.19.00.30
Other,7207.19.00.90
Containing by weight 0.25 percent or more of carbon,7207.20.00
Having a width measuring less than four times the thickness,7207.20.00.25
Having a width measuring at least four times the thickness,7207.20.00.45
Of circular cross section,7207.20.00.75
Other,7207.20.00.90
"Flat-rolled products of iron or nonalloy steel, of a width of <il>600 mm</il> or more, hot-rolled, not clad, plated or coated:",7208
"In coils, not further worked than hot-rolled, with patterns in relief:",7208.1
Pickled,7208.10.15.00
Of a thickness of <il>4.75 mm</il> or more,7208.10.30.00
Of a thickness of less than <il>4.75 mm</il>,7208.10.60.00
Of a thickness of <il>4.75 mm</il> or more:,7208.25
Of high-strength steel,7208.25.30.00
Other,7208.25.60.00
Of a thickness of 3 mm or more but less than <il>4.75 mm</il>,7208.26.00
High-strength steel,7208.26.00.30
Other,7208.26.00.60
Of a thickness of less than 3 mm,7208.27.00
“Advanced” or “ultra” of a kind described in statistical note 4 to this chapter,7208.27.00.40
Other,7208.27.00.45
Other,7208.27.00.60
Of a thickness exceeding 10 mm,7208.36.00
High-strength steel,7208.36.00.30
Other,7208.36.00.60
Of a thickness of <il>4.75 mm</il> or more but not exceeding 10 mm,7208.37.00
High-strength steel,7208.37.00.30
Other,7208.37.00.60
Of a thickness of 3 mm or more but less than <il>4.75 mm</il>,7208.38.00
High-strength steel,7208.38.00.15
With untrimmed edges,7208.38.00.30
Other,7208.38.00.90
Of a thickness of less than 3 mm,7208.39.00
“Advanced” or “ultra” of a kind described in statistical note 4 to this chapter,7208.39.00.20
Other,7208.39.00.25
With untrimmed edges,7208.39.00.30
Other,7208.39.00.90
"Not in coils, not further worked than hot-rolled, with patterns in relief:",7208.4
Of a thickness of <il>4.75 mm</il> or more,7208.40.30
Of a thickness exceeding 10 mm,7208.40.30.30
Other,7208.40.30.60
Of a thickness of less than <il>4.75 mm</il>,7208.40.60
Of a thickness less than 3 mm,7208.40.60.30
Other,7208.40.60.60
Of a thickness exceeding 10 mm,7208.51.00
Universal mill plate,7208.51.00.30
Of high-strength steel,7208.51.00.45
Other,7208.51.00.60
Of a thickness of <il>4.75 mm</il> or more but not exceeding 10 mm,7208.52.00.00
Of a thickness of 3 mm or more but less than <il>4.75 mm</il>,7208.53.00.00
Of a thickness of less than 3 mm,7208.54.00.00
Other,7208.90.00.00
"Flat-rolled products of iron or nonalloy steel, of a width of <il>600 mm</il> or more, cold-rolled (cold-reduced), not clad, plated or coated:",7209
Of a thickness of 3 mm or more,7209.15.00.00
Of a thickness exceeding <il>1 mm</il> but less than 3 mm,7209.16.00
“Advanced” or “ultra” of a kind described in statistical note 4 to this chapter,7209.16.00.40
Other,7209.16.00.45
Other,7209.16.00.60
Annealed,7209.16.00.70
Other,7209.16.00.91
Of a thickness of 0.5 mm or more but not exceeding <il>1 mm</il>,7209.17.00
“Advanced” or “ultra” of a kind described in statistical note 4 to this chapter,7209.17.00.40
Other,7209.17.00.45
Other,7209.17.00.60
Annealed,7209.17.00.70
Other,7209.17.00.91
Of a thickness of less than 0.5 mm:,7209.18
Of high-strength steel,7209.18.15
Annealed,7209.18.15.30
Other,7209.18.15.60
Of a thickness of less than 0.361 mm (blackplate),7209.18.25
Annealed,7209.18.25.20
Other,7209.18.25.85
Other,7209.18.60
Annealed,7209.18.60.20
Other,7209.18.60.90
Of a thickness of 3 mm or more,7209.25.00.00
Of a thickness exceeding <il>1 mm</il> but less than 3 mm,7209.26.00.00
Of a thickness of 0.5 mm or more but not exceeding <il>1 mm</il>,7209.27.00.00
Of a thickness of less than 0.5 mm,7209.28.00.00
Other,7209.90.00.00
"Flat-rolled products of iron or nonalloy steel, of a width of <il>600 mm</il> or more, clad, plated or coated:",7210
Of a thickness of 0.5 mm or more,7210.11.00.00
Of a thickness of less than 0.5 mm,7210.12.00.00
"Plated or coated with lead, including terne-plate",7210.20.00.00
Electrolytically plated or coated with zinc,7210.30.00
Of high-strength steel,7210.30.00.30
Other,7210.30.00.60
Corrugated,7210.41.00.00
Other,7210.49.00
“Advanced” or “ultra” of a kind described in statistical note 4 to this chapter,7210.49.00.40
Other,7210.49.00.45
Of a thickness of 0.4 mm or more,7210.49.00.91
Other,7210.49.00.95
Plated or coated with chromium oxides or with chromium and chromium oxides,7210.50.00
Of a width less than 1050 mm,7210.50.00.20
Other,7210.50.00.90
Plated or coated with aluminum-zinc alloys,7210.61.00.00
Other,7210.69.00.00
"Painted, varnished or coated with plastics:",7210.7
Not coated or plated with metal and not clad,7210.70.30.00
Other,7210.70.60
Electrolytically coated or plated,7210.70.60.30
Other,7210.70.60.60
Other,7210.70.60.90
Other:,7210.9
Clad,7210.90.10.00
Electrolytically coated or plated with base metal,7210.90.60.00
Other,7210.90.90.00
"Flat-rolled products of iron or nonalloy steel, of a width of less than <il>600 mm</il>, not clad, plated or coated:",7211
Universal mill plate,7211.13.00.00
"Other, of a thickness of <il>4.75 mm</il> or more",7211.14.00
Of high-strength steel,7211.14.00.30
Not in coils,7211.14.00.45
Other,7211.14.00.90
Other:,7211.19
Of high-strength steel,7211.19.15.00
Of a thickness exceeding 1.25 mm,7211.19.20.00
Other,7211.19.30.00
Of high-strength steel,7211.19.45.00
Pickled,7211.19.60.00
Other,7211.19.75
With untrimmed edges,7211.19.75.30
Other,7211.19.75.60
Other,7211.19.75.90
Containing by weight less than 0.25 percent of carbon:,7211.23
Of high-strength steel,7211.23.15.00
Other,7211.23.20.00
Of a thickness exceeding 0.25 mm but not exceeding 1.25 mm,7211.23.30.00
Of a thickness not exceeding 0.25 mm,7211.23.45.00
Other,7211.23.60
Of a thickness exceeding 1.25 mm,7211.23.60.30
Of a thickness exceeding 0.25 mm but not exceeding 1.25 mm,7211.23.60.60
Of a thickness not exceeding 0.25 mm:,7211.23.60.90
Other:,7211.29
Of a thickness exceeding 0.25 mm,7211.29.20
"Of a width less than 51 mm, in coils",7211.29.20.30
Other,7211.29.20.90
Other,7211.29.45.00
Other,7211.29.60
Of a thickness exceeding 1.25 mm,7211.29.60.30
Other,7211.29.60.80
Other,7211.90.00.00
"Flat-rolled products of iron or nonalloy steel, of a width of less than <il>600 mm</il>, clad, plated or coated:",7212
Plated or coated with tin,7212.10.00.00
Electrolytically plated or coated with zinc,7212.20.00.00
Otherwise plated or coated with zinc:,7212.3
Of a thickness exceeding 0.25 mm or more,7212.30.10
"Of a width less than 51 mm, in coils",7212.30.10.30
Other,7212.30.10.90
Other,7212.30.30.00
Other,7212.30.50.00
"Painted, varnished or coated with plastics:",7212.4
Of a width of less than 300 mm,7212.40.10.00
Other,7212.40.50.00
Otherwise plated or coated,7212.50.00.00
Clad,7212.60.00.00
"Bars and rods, hot-rolled, in irregularly wound coils, of iron or nonalloy steel:",7213
Concrete reinforcing bars and rods,7213.10.00.00
"Other, of free-cutting steel",7213.20.00
Containing by weight 0.1 percent or more of lead,7213.20.00.10
Other,7213.20.00.80
Of circular cross section measuring less than 14 mm in diameter:,7213.91
"Not tempered, not treated and not partly manufactured",7213.91.30
Tire cord-quality steel wire rod of a kind described in statistical note 5 to this chapter,7213.91.30.11
Of Cold Heading Quality (CHQ) steel of a kind described in statistical note 6 to this chapter,7213.91.30.15
Of welding quality wire rods of a kind described in statistical note 7 to this chapter,7213.91.30.20
Other,7213.91.30.93
Containing by weight 0.6 percent or more of carbon,7213.91.45.00
Other,7213.91.60.00
Other,7213.99.00
With a diameter of 14 mm or more but less than 19 mm,7213.99.00.30
With a diameter of 19 mm or more,7213.99.00.60
Other,7213.99.00.90
"Other bars and rods of iron or nonalloy steel, not further worked than forged, hot-rolled, hot-drawn or hot-extruded, but including those twisted after rolling:",7214
Forged,7214.10.00.00
Concrete reinforcing bars and rods,7214.20.00.00
"Other, of free-cutting steel",7214.30.00
Containing by weight 0.1 percent or more of lead,7214.30.00.10
Other,7214.30.00.80
Of rectangular (other than square) cross-section,7214.91.00
With a maximum cross section less than 152 mm,7214.91.00.16
With a maximum cross section of 152 mm or more,7214.91.00.20
Containing by weight 0.25 percent or more but less than 0.6 percent of carbon,7214.91.00.60
Containing by weight 0.6 percent or more of carbon,7214.91.00.90
Other,7214.99.00
With a diameter less than 76 mm,7214.99.00.16
With a diameter of 76 mm or more but not exceeding 152 mm,7214.99.00.21
With a diameter exceeding 152 mm,7214.99.00.26
With a diameter less than 76 mm,7214.99.00.31
With a diameter of 76 mm or more but not exceeding 152 mm,7214.99.00.36
With a diameter exceeding 152 mm,7214.99.00.40
Containing by weight 0.6 percent or more of carbon,7214.99.00.45
Containing by weight less than 0.25 percent of carbon,7214.99.00.60
Containing by weight 0.25 percent or more but less than 0.6 percent of carbon,7214.99.00.75
Containing by weight 0.6 percent or more of carbon,7214.99.00.90
Other bars and rods of iron or nonalloy steel:,7215
"Of free-cutting steel, not further worked than cold-formed or cold-finished",7215.10.00
Containing by weight 0.1 percent or more of lead,7215.10.00.10
Other,7215.10.00.80
"Other, not further worked than cold-formed or cold-finished",7215.50.00
With a diameter or cross section measuring less than 76 mm,7215.50.00.16
With a diameter or cross section measuring 76 mm or more but not exceeding 228 mm,7215.50.00.18
With a diameter or cross section exceeding 228 mm,7215.50.00.20
With a diameter or cross section measuring less than 76 mm,7215.50.00.61
With a diameter or cross section measuring 76 mm or more but not exceeding 228 mm,7215.50.00.63
With a diameter or cross section exceeding 228 mm,7215.50.00.65
Containing by weight 0.6 percent or more of carbon,7215.50.00.90
Other:,7215.9
Not cold-formed,7215.90.10.00
Cold-formed,7215.90.30.00
Other,7215.90.50.00
"Angles, shapes and sections of iron or nonalloy steel:",7216
"U, I or H sections, not further worked than hot-rolled, hot-drawn or extruded, of a height of less than <il>80 mm</il>",7216.10.00
